Timpstemp, Error_count, x, y, z, temperature, range_rad_s, scaling, x_raw, y_raw, z_raw, temperature_raw, 
7089907,0,-0.2595535218715668,0.5672476291656494,0.15304157137870789,9.642660140991211,34.906585693359375,0.0010642195120453835,-189,522,129,-9154, 
7190913,0,0.09005306661128998,-0.2975653111934662,-0.2524442970752716,9.648200988769531,34.906585693359375,0.0010642195120453835,68,-324,-237,-9152, 
7289907,0,0.04898865520954132,-0.34459078311920166,-0.0018259199569001794,9.648200988769531,34.906585693359375,0.0010642195120453835,40,-339,20,-9152, 
7390907,0,-0.09687080979347229,-0.03750975430011749,0.2047492265701294,9.656511306762695,34.906585693359375,0.0010642195120453835,-75,-19,186,-9149, 
7489907,0,-0.19740916788578033,0.2194650024175644,-0.09836402535438538,9.639890670776367,34.906585693359375,0.0010642195120453835,-159,252,-110,-9155, 
7589907,0,0.047881755977869034,0.11291510611772537,-0.14456205070018768,9.642660140991211,34.906585693359375,0.0010642195120453835,98,79,-114,-9154, 
7689912,0,0.10294225066900253,-0.11465069651603699,-0.004158057272434235,9.639890670776367,34.906585693359375,0.0010642195120453835,77,-124,-5,-9155, 
7790908,0,-0.03186250105500221,-0.04228517413139343,0.08223782479763031,9.650970458984375,34.906585693359375,0.0010642195120453835,-3,-27,76,-9151, 
7890913,0,0.05455467849969864,-0.05686638131737709,-0.07444283366203308,9.656511306762695,34.906585693359375,0.0010642195120453835,89,-43,-81,-9149, 
7989907,0,-0.013632062822580338,0.00757594034075737,-0.04332602769136429,9.653739929199219,34.906585693359375,0.0010642195120453835,-37,16,-36,-9150, 
8090908,0,-0.0452561117708683,0.01639937050640583,0.05319215729832649,9.631580352783203,34.906585693359375,0.0010642195120453835,-48,-25,58,-9158, 
8190908,0,-0.04424305260181427,0.039055321365594864,-7.631344487890601e-06,9.659280776977539,34.906585693359375,0.0010642195120453835,-37,41,-2,-9148, 
8289911,0,0.010070273652672768,-0.05725686624646187,-0.009484590962529182,9.653739929199219,34.906585693359375,0.0010642195120453835,27,-11,6,-9150, 
8390907,0,0.017986882477998734,-0.06184253841638565,0.08069969713687897,9.639890670776367,34.906585693359375,0.0010642195120453835,27,-85,84,-9155, 
8490907,0,-0.08384308964014053,0.06065913289785385,0.08956798911094666,9.670360565185547,34.906585693359375,0.0010642195120453835,-100,62,79,-9144, 
8590909,0,-0.059736333787441254,-0.011177949607372284,-0.00016269562183879316,9.675901412963867,34.906585693359375,0.0010642195120453835,-31,-16,-9,-9142, 
8690907,0,0.029396604746580124,-0.08664679527282715,0.0563029870390892,9.648200988769531,34.906585693359375,0.0010642195120453835,17,-62,59,-9152, 
8790910,0,0.026794014498591423,-0.1021219938993454,0.07237417995929718,9.659280776977539,34.906585693359375,0.0010642195120453835,20,-94,69,-9148, 
8890907,0,0.04078996926546097,-0.04921511560678482,0.03671818971633911,9.653739929199219,34.906585693359375,0.0010642195120453835,40,-96,31,-9150, 
8990907,0,0.05900796502828598,-0.11073172837495804,0.008750788867473602,9.675901412963867,34.906585693359375,0.0010642195120453835,125,-93,18,-9142, 
9090907,0,-0.024317840114235878,-0.0426042377948761,0.07180267572402954,9.664819717407227,34.906585693359375,0.0010642195120453835,19,-37,80,-9146, 
9190907,0,-0.08708842843770981,0.025690384209156036,0.04770694673061371,9.67313003540039,34.906585693359375,0.0010642195120453835,-68,46,35,-9143, 
9290922,0,0.1101430281996727,-0.11015684902667999,0.005103715695440769,9.667591094970703,34.906585693359375,0.0010642195120453835,104,-82,23,-9145, 
9390907,0,-0.06521911919116974,0.058959756046533585,-0.01435335073620081,9.662050247192383,34.906585693359375,0.0010642195120453835,-72,72,-17,-9147, 
9490916,0,-0.02068672887980938,0.0017981822602450848,0.018203342333436012,9.689750671386719,34.906585693359375,0.0010642195120453835,-22,-29,23,-9137, 
